ID (2.5Hz), Container1 X, Container1 Y, Container2 X, Container2 Y, Container3 X, Container3 Y, Container4 X, Container4 Y, Container5 X, Container5 Y, Pen1 X, Pen1 Y, Pen2 X, Pen2 Y;
0, , , , , , , , , , , , , , ;
1, , , , , , , , , , , , , , ;
2, , , , , , , , , , , , , , ;
3, , , , , , , , , , , , , , ;
4, , , , , , , , , , , , , , ;
5, , , , , , , , , , , , , , ;
6, , , , , , , , , , , , , , ;
7, , , , , , , , , , , , , , ;
8, , , , , , , , , , , , , , ;
9, 1.08446347713, 0.0164434313774, , , , , , , , , , , , ;
10, 1.04793596268, 0.349505960941, , , , , , , , , , , , ;
11, 1.04169213772, 0.348268210888, , , , , , , , , , , , ;
12, 1.04220294952, 0.348041027784, , , , , , , , , , , , ;
13, 1.04162847996, 0.348270386457, , , , , , , , , , , , ;
14, 1.04162919521, 0.348266810179, , , , , , , , , , , , ;
15, 1.04213893414, 0.347966820002, , , 1.23594129086, -0.241732925177, 1.23624539375, -0.241161078215, 1.23684442043, -0.240627899766, , , , ;
16, 1.04173123837, 0.348234593868, , , 0.856305122375, 0.132077455521, , , , , , , , ;
17, 1.04166686535, 0.348267197609, , , 0.871841967106, 0.367126554251, , , , , , , , ;
18, 1.04189133644, 0.347961753607, , , 0.873728990555, 0.364465564489, , , , , , , , ;
19, 1.04165029526, 0.348260551691, , , 0.873740375042, 0.364441394806, , , , , , , , ;
20, 1.04169106483, 0.348273158073, , , 0.873797178268, 0.364462763071, , , , , , , , ;
21, 1.04169476032, 0.348275661469, , , 0.873800933361, 0.364450603724, , , , , , , , ;
22, 1.04166793823, 0.348268330097, , , 0.873769879341, 0.364453554153, , , , , , , , ;
23, 1.04172670841, 0.348257243633, , , 0.873807489872, 0.364401698112, 0.92337167263, -0.0930370390415, , , , , , ;
24, 1.04168367386, 0.348260760307, , , 0.873767197132, 0.364447981119, 0.629778862, 0.209584861994, , , , , , ;
25, 1.04163324833, 0.348260402679, , , 0.873730540276, 0.364444851875, 0.554606378078, 0.235044568777, , , , , , ;
26, 1.04208993912, 0.348018705845, , , 0.873767435551, 0.364462763071, 0.554637908936, 0.235065340996, , , , , , ;
27, 1.04179513454, 0.348217517138, , , 0.873823285103, 0.364446550608, 0.554353415966, 0.235408738256, , , , , , ;
28, 1.0417252779, 0.348270535469, , , 0.873807370663, 0.364449828863, 0.554682314396, 0.235060185194, , , , , , ;
29, 1.04168200493, 0.348266422749, , , 0.873780965805, 0.364451706409, 0.554651856422, 0.235057502985, , , , , , ;
30, 1.04190790653, 0.347944825888, , , 0.873753964901, 0.364454120398, 0.554623186588, 0.235060736537, , , , , , ;
31, 1.04167962074, 0.348231375217, , , 0.873740792274, 0.364462584257, 0.554610311985, 0.235060691833, , , , , , ;
