ID (2.5Hz), Container1 X, Container1 Y, Container2 X, Container2 Y, Container3 X, Container3 Y, Container4 X, Container4 Y, Container5 X, Container5 Y;
0, , , , , , , , , , ;
1, , , , , , , , , , ;
2, , , , , , , , , , ;
3, , , , , , , , , , ;
4, , , , , , , , , , ;
5, , , , , , , , , , ;
6, , , , , , , , , , ;
7, , , , , , , , , , ;
8, , , , , , , , , , ;
9, , , , , , , , , , ;
10, , , , , , , , , , ;
11, 0.813268780708, -0.133969008923, , , , , , , , ;
12, 0.500675439835, 0.218155756593, , , , , , , , ;
13, 0.446583360434, 0.274846285582, , , , , , , , ;
14, 0.446590334177, 0.274875074625, , , , , , , , ;
15, 0.446879476309, 0.275062352419, , , , , , , , ;
16, 0.447486102581, 0.274959921837, , , , , , , , ;
17, 0.446892917156, 0.275043845177, , , , , , , , ;
18, 0.446855992079, 0.274993658066, , , , , , , , ;
19, 0.446895480156, 0.275043845177, 1.11973702908, -0.231934800744, , , , , , ;
20, 0.446908324957, 0.275059103966, 0.794372975826, 0.110338717699, , , , , , ;
21, 0.446881324053, 0.275049269199, 0.770910680294, 0.237863495946, , , , , , ;
22, 0.446884334087, 0.27506262064, 0.775534331799, 0.257550030947, , , , , , ;
23, 0.446902692318, 0.275070905685, 0.776230931282, 0.254365801811, , , , , , ;
24, 0.446592211723, 0.274864196777, 0.783481240273, 0.254994213581, , , , , , ;
25, 0.446905374527, 0.275055199862, 0.783606648445, 0.255154281855, , , , , , ;
26, 0.446907609701, 0.275073379278, 0.78357732296, 0.255132317543, , , , , , ;
27, 0.44688680768, 0.275061964989, 0.783522605896, 0.255107760429, , , , , , ;
28, 0.446898579597, 0.275046020746, 0.783620774746, 0.255161046982, , , , , , ;
29, 0.446867376566, 0.275042355061, 0.783569395542, 0.255154430866, , , , , , ;
30, 0.479949712753, 0.240902200341, 0.783566117287, 0.255126684904, , , , , , ;
31, 0.659004211426, 0.215702101588, 0.783555150032, 0.255208849907, , , , , , ;
32, 0.746162772179, 0.221266657114, 0.78334414959, 0.25515845418, , , , , , ;
33, 0.731763780117, 0.216477364302, 0.783518195152, 0.254877835512, , , , , , ;
34, 0.733589828014, 0.217998683453, 0.783379137516, 0.255103856325, , , , , , ;
35, 0.734270691872, 0.218804180622, 0.783493340015, 0.254978567362, , , , , , ;
36, 0.734081506729, 0.218489736319, 0.78358489275, 0.255048573017, , , , , , ;
37, 0.734022200108, 0.218494951725, 0.783545851707, 0.255063652992, , , , , , ;
38, 0.734058856964, 0.218503147364, 0.783499658108, 0.254970401525, , , , , , ;
39, 0.734067678452, 0.218505039811, 0.783604204655, 0.255072623491, , , , , , ;
40, 0.734086751938, 0.218509793282, 0.783562541008, 0.255039840937, , , , , , ;
41, 0.734040260315, 0.218504860997, 0.783454716206, 0.254971325397, 1.04099297523, 0.194058641791, , , , ;
