ID (2.5Hz), Table X, Table Y, Connector1 X, Connector1 Y, Connector2 X, Connector2 Y, Connector3 X, Connector3 Y, Connector4 X, Connector4 Y, Leg1 X, Leg1 Y, Leg2 X, Leg2 Y, Leg3 X, Leg3 Y, Leg4 X, Pen1 X, Pen1 Y, Pen2 X, Pen2 Y;
0, , , , , , , , , , , , , , , , , , , , , , ;
1, , , , , , , , , , , , , , , , , , , , , , ;
2, , , , , , , , , , , , , , , , , , , , , , ;
3, , , , , , , , , , , , , , , , , , , , , , ;
4, , , , , , , , , , , , , , , , , , , , , , ;
5, , , , , , , , , , , , , , , 0.903001725674, -0.381037682295, , , , , , ;
6, , , , , , , , , , , , , , , 0.471085757017, 0.165091365576, , , , , , ;
7, , , , , , , , , , , , , , , 0.390749841928, 0.258225083351, , , , , , ;
8, , , , , , , , , , , , , , , , , , , 0.389761507511, 0.263261407614, , ;
9, , , , , , , , , , , , , , , 0.390737146139, 0.262573868036, , , , , , ;
10, , , , , , , , , , , , , , , 0.3905403018, 0.262410581112, , , , , , ;
11, , , , , , , , , , , , , , , 0.390656471252, 0.262525141239, , , , , , ;
12, , , , , , , , , , , , , , , 0.390529513359, 0.262563347816, , , , , , ;
13, , , , , , , , , , , , , , , 0.389295846224, 0.263813436031, , , , , , ;
14, , , , , , , , , , , , , , , 0.390649586916, 0.262677758932, , , , , , ;
15, , , , , , , , , , , , , , , 0.390530794859, 0.262329161167, , , , , , ;
16, , , , , , , , , , , , , , , 0.390521019697, 0.262380361557, , , , , , ;
17, , , , , , , , , , , , , , , 0.39053606987, 0.262312620878, , , , , , ;
18, , , , , , , , , , , , , , , 0.390579074621, 0.262568324804, , , , , , ;
19, 1.28950107098, -0.482080549002, 1.43950107098, -0.392080549002, 1.13950107098, -0.392080549002, 1.13950107098, -0.572080549002, 1.43950107098, -0.572080549002, , , , , 0.390665173531, 0.262565672398, , , , , , ;
20, 0.95803385973, -0.144417196512, 1.10803385973, -0.0544171965122, 0.80803385973, -0.0544171965122, 0.80803385973, -0.234417196512, 1.10803385973, -0.234417196512, , , , , 0.390563160181, 0.262593507767, , , , , , ;
21, 0.74661898613, 0.11976698786, 0.89661898613, 0.20976698786, 0.59661898613, 0.20976698786, 0.59661898613, 0.0297669878602, 0.89661898613, 0.0297669878602, , , , , 0.390603095293, 0.262546300888, , , , , , ;
22, 0.744998216629, 0.132199779153, 0.894998216629, 0.222199779153, 0.594998216629, 0.222199779153, 0.594998216629, 0.0421997791529, 0.894998216629, 0.0421997791529, , , , , 0.39059484005, 0.262524217367, , , , , , ;
23, 0.745026409626, 0.13216778636, 0.895026409626, 0.22216778636, 0.595026409626, 0.22216778636, 0.595026409626, 0.0421677863598, 0.895026409626, 0.0421677863598, , , , , 0.390581697226, 0.262609452009, , , , , , ;
