ID (2.5Hz), Table X, Table Y, Connector1 X, Connector1 Y, Connector2 X, Connector2 Y, Connector3 X, Connector3 Y, Connector4 X, Connector4 Y, Leg1 X, Leg1 Y, Leg2 X, Leg2 Y, Leg3 X, Leg3 Y, Leg4 X, Leg4 Y;
0, , , , , , , , , , , , , , , , , , ;
1, , , , , , , , , , , , , , , , , , ;
2, , , , , , , , , , , , , , , , , , ;
3, , , , , , , , , , , , , , , , , , ;
4, , , , , , , , , , , , , , , , , , ;
5, , , , , , , , , , , , , , , , , , ;
6, , , , , , , , , , , , , , , , , , ;
7, 1.27625346184, -0.440578073263, 1.42625346184, -0.350578073263, 1.12625346184, -0.350578073263, 1.12625346184, -0.530578073263, 1.42625346184, -0.530578073263, , , , , , , , ;
8, 0.942141652107, -0.0150389820337, 1.09214165211, 0.0749610179663, 0.792141652107, 0.0749610179663, 0.792141652107, -0.105038982034, 1.09214165211, -0.105038982034, , , , , , , , ;
9, 0.760722517967, 0.2048150599, 0.910722517967, 0.2948150599, 0.610722517967, 0.2948150599, 0.610722517967, 0.1148150599, 0.910722517967, 0.1148150599, , , , , , , , ;
10, 0.756088018417, 0.207203254104, 0.906088018417, 0.297203254104, 0.606088018417, 0.297203254104, 0.606088018417, 0.117203254104, 0.906088018417, 0.117203254104, , , , , , , , ;
11, 0.755827784538, 0.207429870963, 0.905827784538, 0.297429870963, 0.605827784538, 0.297429870963, 0.605827784538, 0.117429870963, 0.905827784538, 0.117429870963, , , , , , , , ;
12, 0.756122887135, 0.207302972674, 0.906122887135, 0.297302972674, 0.606122887135, 0.297302972674, 0.606122887135, 0.117302972674, 0.906122887135, 0.117302972674, , , , , , , , ;
13, 0.755994439125, 0.207048356533, 0.905994439125, 0.297048356533, 0.605994439125, 0.297048356533, 0.605994439125, 0.117048356533, 0.905994439125, 0.117048356533, , , , , , , , ;
14, 0.756137251854, 0.207578554749, 0.906252646446, 0.297179784775, 0.606252646446, 0.297179784775, 0.606252646446, 0.117179784775, 0.906252646446, 0.117179784775, , , , , 1.04782736301, -0.240905597806, , ;
15, 0.755948066711, 0.207108020782, 0.905948066711, 0.297108020782, 0.605948066711, 0.297108020782, 0.605948066711, 0.117108020782, 0.905948066711, 0.117108020782, , , , , 1.04776525497, 0.0993518084288, , ;
16, 0.755907833576, 0.207112282515, 0.905907833576, 0.297112282515, 0.605907833576, 0.297112282515, 0.605907833576, 0.117112282515, 0.905907833576, 0.117112282515, , , , , 1.09147036076, 0.129443794489, , ;
17, 0.756098389626, 0.207132637501, 0.906098389626, 0.297132637501, 0.606098389626, 0.297132637501, 0.606098389626, 0.117132637501, 0.906098389626, 0.117132637501, , , , , 1.09178352356, 0.130024671555, , ;
