ID (2.5Hz), Container1 X, Container1 Y, Container2 X, Container2 Y, Container3 X, Container3 Y, Container4 X, Container4 Y, Container5 X, Container5 Y;
0, , , , , , , , , , ;
1, , , , , , , , , , ;
2, , , , , , , , , , ;
3, , , , , , , , , , ;
4, , , , , , , , , , ;
5, , , , , , , , , , ;
6, , , , , , , , , , ;
7, , , , , , , , , , ;
8, 0.984758019447, -0.222101598978, , , , , , , , ;
9, 0.575481653214, 0.158498004079, , , , , , , , ;
10, 0.411673396826, 0.304308056831, , , , , , , , ;
11, 0.396467506886, 0.314743936062, , , , , , , , ;
12, 0.396247714758, 0.314513832331, , , , , , , , ;
13, 0.396266847849, 0.314494967461, , , , , , , , ;
14, 0.396298885345, 0.314499050379, , , , , , , , ;
15, 0.396289378405, 0.314491897821, , , , , , , , ;
16, 0.396230965853, 0.314499378204, , , , , , , , ;
17, 0.39617806673, 0.314506590366, 0.850053071976, 0.0920148342848, , , , , , ;
18, 0.396205127239, 0.314520329237, 0.809461474419, 0.33798328042, , , , , , ;
19, 0.396236270666, 0.314509421587, 0.816112995148, 0.340417563915, , , , , , ;
20, 0.396230280399, 0.314518660307, 0.816122770309, 0.340428441763, , , , , , ;
21, 0.39627918601, 0.31451690197, 0.816193640232, 0.340431839228, , , , , , ;
22, 0.39629393816, 0.314520657063, 0.81618732214, 0.340427100658, , , , , , ;
23, 0.396393150091, 0.314750403166, 0.816134810448, 0.340414881706, , , , , , ;
24, 0.39622092247, 0.314494132996, 0.816098570824, 0.340414166451, , , , , , ;
25, 0.396200239658, 0.314514636993, 0.816121816635, 0.340415030718, 0.858542621136, -0.118862338364, , , , ;
26, 0.396166265011, 0.31450471282, 0.816053330898, 0.340409368277, , , , , , ;
27, 0.396212100983, 0.314485788345, 0.816086769104, 0.340385854244, 0.5492426157, 0.150970518589, , , , ;
28, 0.3962200284, 0.314527511597, 0.816131830215, 0.340428799391, 0.549094259739, 0.151255920529, , , , ;
29, 0.396292626858, 0.314477443695, 0.816171348095, 0.340400189161, 0.54946398735, 0.151678115129, , , , ;
30, 0.396273285151, 0.314497351646, 0.816151797771, 0.340411931276, 0.54969060421, 0.151933655143, , , , ;
31, 0.396209299564, 0.314484983683, 0.816085278988, 0.340400964022, 0.549173653126, 0.151032105088, , , , ;
32, 0.396461158991, 0.314451992512, 0.816100776196, 0.340405464172, 0.549247920513, 0.151098161936, , , , ;
33, 0.516331911087, 0.234094515443, 0.816037476063, 0.3404045403, , , 0.549186587334, 0.150995731354, , ;
34, 0.590986609459, 0.164336666465, 0.816123247147, 0.34041723609, 0.549267411232, 0.150978818536, , , , ;
35, 0.598687589169, 0.162753522396, 0.816147148609, 0.340413749218, 0.549285054207, 0.150998294353, , , , ;
36, 0.598564624786, 0.162586599588, 0.549407064915, 0.151118412614, , , , , , ;
