ID (2.5Hz), Container1 X, Container1 Y, Container2 X, Container2 Y, Container3 X, Container3 Y, Container4 X, Container4 Y, Container5 X, Container5 Y, Pen1 X, Pen1 Y, Pen2 X, Pen2 Y;
0, , , , , , , , , , , , , , ;
1, , , , , , , , , , , , , , ;
2, , , , , , , , , , , , , , ;
3, , , , , , , , , , , , , , ;
4, , , , , , , , , , , , , , ;
5, , , , , , , , , , , , , , ;
6, , , , , , , , , , , , , , ;
7, , , , , , , , , , , , , , ;
8, , , , , , , , , , , , , , ;
9, , , , , , , , , , , , , , ;
10, , , 0.862153410912, 0.254374116659, , , , , , , , , , ;
11, , , 0.833984315395, 0.388190746307, , , , , , , , , , ;
12, , , 0.833814263344, 0.388187408447, , , , , , , , , , ;
13, , , 0.83382499218, 0.3882137537, , , , , , , , , , ;
14, , , 0.833849966526, 0.388200730085, , , , , , , , , , ;
15, , , 0.833876311779, 0.388207226992, , , , , , , , , , ;
16, , , 0.833861410618, 0.388195961714, , , , , , , , , , ;
17, , , 0.833856463432, 0.388212203979, , , , , , , , , , ;
18, , , 0.833809018135, 0.38820117712, , , , , , , , , 1.05475270748, -0.127697870135;
19, , , 0.83379137516, 0.388198584318, , , , , , , 0.712954044342, 0.306672602892, 0.71292501688, 0.307346403599;
20, , , 0.83379560709, 0.388220012188, , , , , , , 0.686997294426, 0.38998529315, , ;
21, , , 0.833840191364, 0.388188064098, , , , , , , 0.685472249985, 0.394179493189, , ;
22, , , 0.833860516548, 0.388211458921, , , , , , , 0.68547296524, 0.394651025534, , ;
23, , , 0.833885252476, 0.388196915388, , , , , , , 0.685522913933, 0.394110709429, , ;
24, , , 0.833878159523, 0.388201624155, , , , , , , 0.68559718132, 0.394226461649, , ;
25, , , 0.833849310875, 0.388185352087, , , , , , , 0.685876190662, 0.394438147545, , ;
26, , , 0.833826899529, 0.388195097446, , , , , , , 0.685551702976, 0.39419734478, , ;
27, , , 0.833794236183, 0.388204008341, , , , , , , 0.685424387455, 0.393904387951, , ;
28, , , 0.83380061388, 0.38821414113, , , , , , , 0.685450017452, 0.393767267466, , ;
29, 1.19556450844, -0.271748036146, 0.83381664753, 0.388202041388, , , , , , , 0.685406565666, 0.394075959921, , ;
30, 0.955019950867, -0.0883833691478, 0.833836197853, 0.388205677271, , , , , , , 0.685465931892, 0.394178599119, , ;
31, 0.939859807491, 0.211969479918, 0.833842873573, 0.388197630644, , , , , , , 0.685751199722, 0.394162029028, , ;
32, 0.971202969551, 0.270510673523, 0.833870232105, 0.388177126646, , , , , , , 0.685465633869, 0.394065201283, , ;
33, 0.971194148064, 0.27055850625, 0.833870589733, 0.388206124306, , , , , , , 0.685596466064, 0.394242048264, , ;
34, 0.971182227135, 0.27054771781, 0.833863556385, 0.388202100992, , , , , , , 0.638763606548, 0.378378868103, , ;
