ID (2.5Hz), Container1 X, Container1 Y, Container2 X, Container2 Y, Container3 X, Container3 Y, Container4 X, Container4 Y, Container5 X, Container5 Y, Pen1 X, Pen1 Y, Pen2 X, Pen2 Y;
0, 0.32675370574, 0.250893563032, 0.440243512392, 0.296306669712, 0.848714411259, 0.361883282661, 0.958510100842, 0.351978033781, 0.741776645184, 0.353460550308, 0.465376645327, 0.383762925863, 0.201423615217, 0.201376974583;
1, 0.32678848505, 0.250854581594, 0.439873725176, 0.296302765608, 0.848707556725, 0.361875236034, 0.958510398865, 0.351971775293, 0.741748094559, 0.353472113609, 0.465345174074, 0.383790344, 0.201435208321, 0.201363265514;
2, 0.326734691858, 0.250928074121, 0.439689844847, 0.296279132366, 0.848701834679, 0.361858159304, 0.95852714777, 0.351972907782, 0.741689562798, 0.353529036045, 0.4654109478, 0.383901894093, 0.201453566551, 0.201356902719;
3, 0.326739042997, 0.250942587852, 0.439669579268, 0.296282529831, 0.848748624325, 0.361893713474, 0.958540081978, 0.351975828409, 0.741684556007, 0.353538930416, 0.465352296829, 0.383784085512, 0.201407581568, 0.201361581683;
4, 0.326821625233, 0.250870019197, 0.440031021833, 0.296265423298, 0.848682820797, 0.361877560616, 0.958538353443, 0.35199958086, 0.741680562496, 0.353562265635, 0.465365618467, 0.38332426548, 0.201390057802, 0.20134806633;
5, 0.326788365841, 0.250867068768, 0.439570724964, 0.296355694532, 0.848723590374, 0.361907482147, 0.958522975445, 0.351985901594, 0.741662502289, 0.353556990623, 0.465230584145, 0.383590430021, 0.201366201043, 0.201354160905;
6, 0.326744496822, 0.25089147687, 0.440174728632, 0.296422570944, 0.848693072796, 0.361895471811, 0.95900696516, 0.352318316698, 0.741708993912, 0.353495568037, 0.465214550495, 0.384171932936, 0.201358392835, 0.201352328062;
7, 0.326816231012, 0.25088429451, 0.439813405275, 0.296241819859, 0.84876036644, 0.361900895834, 0.958559274673, 0.35197648406, 0.741776287556, 0.353490114212, 0.465387940407, 0.383788108826, 0.201416298747, 0.201336964965;
8, 0.326840847731, 0.250888973475, 0.439969986677, 0.296173989773, 0.848711073399, 0.361872971058, 0.958578109741, 0.351979702711, 0.741716921329, 0.35356336832, 0.465386092663, 0.383221030235, 0.20143610239, 0.201356753707;
9, 0.326764047146, 0.250948756933, 0.440354168415, 0.27750107646, 0.848687767982, 0.361856222153, 0.958577573299, 0.351986795664, 0.741723954678, 0.353555500507, 0.465413689613, 0.3838314116, 0.201419427991, 0.201356992126;
10, 0.326735675335, 0.250954926014, 0.595545589924, 0.162152588367, 0.848671078682, 0.36185708642, 0.958561658859, 0.351971745491, 0.740878403187, 0.354593515396, 0.465327650309, 0.383196383715, 0.20140042901, 0.201334774494;
11, 0.32679527998, 0.250857561827, 0.613374352455, 0.143517017365, 0.848722934723, 0.3618940413, 0.958537876606, 0.35197019577, 0.741764128208, 0.353476196527, 0.465381234884, 0.382896780968, 0.201400086284, 0.20134152472;
12, 0.326779603958, 0.250901907682, 0.6088950634, 0.13868920505, 0.848748922348, 0.361901372671, 0.959567725658, 0.351237177849, 0.741577923298, 0.353699624538, 0.465359538794, 0.383798092604, 0.201377183199, 0.201343342662;
13, 0.32669660449, 0.250931620598, 0.608836114407, 0.13855817914, 0.848705053329, 0.361894786358, 0.9585044384, 0.351969748735, 0.741722226143, 0.353477418423, 0.465234279633, 0.384535491467, 0.201368883252, 0.201340645552;
14, 0.326743364334, 0.250952929258, 0.60864597559, 0.138404771686, 0.848673403263, 0.361859351397, 0.958549261093, 0.35197815299, 0.741692304611, 0.353541702032, 0.465368658304, 0.383791863918, 0.201395511627, 0.201347008348;
15, 0.326666414738, 0.25091573596, 0.608882427216, 0.138537541032, 0.848713517189, 0.361869454384, 0.958543181419, 0.351968109608, 0.741682291031, 0.353552341461, 0.465355187654, 0.383251190186, 0.20140427351, 0.201341480017;
16, 0.326699495316, 0.25095552206, , , 0.848723351955, 0.361906826496, 0.958512306213, 0.351982206106, 0.741187393665, 0.354557931423, 0.201330170035, 0.201661616564, , ;
17, 0.326761782169, 0.250882267952, , , 0.848687827587, 0.361909240484, 0.958490967751, 0.351986318827, 0.741642713547, 0.353546053171, 0.201405033469, 0.201588779688, , ;
18, 0.326766163111, 0.250860035419, 0.608925580978, 0.13862170279, 0.848706543446, 0.361891567707, 0.958502113819, 0.351960331202, 0.741662144661, 0.353524148464, 0.201319843531, 0.201714992523, 0.641306757927, 0.147215515375;
19, 0.326862096786, 0.250817447901, 0.608653962612, 0.138447865844, 0.848703324795, 0.361825197935, 0.958569705486, 0.351921647787, 0.741734623909, 0.35349547863, 0.2014336586, 0.20126862824, 0.649299502373, 0.133693933487;
20, 0.326887875795, 0.250903069973, 0.608794152737, 0.138015463948, 0.848712563515, 0.361837804317, 0.958595335484, 0.351949602365, 0.74173116684, 0.353516340256, 0.452948689461, 0.103202112019, 0.201430231333, 0.201325640082;
21, 0.326826602221, 0.250873267651, 0.608904719353, 0.138536214828, 0.848753929138, 0.361900568008, 0.958556652069, 0.351982355118, 0.741556763649, 0.353665053844, 0.201382339001, 0.201642751694, 0.176339551806, 0.144360288978;
22, 0.326792627573, 0.250853508711, 0.60883051157, 0.138808473945, 0.848692834377, 0.361876636744, 0.958527684212, 0.35197648406, 0.741668283939, 0.353538453579, 0.201291948557, 0.201176896691, 0.108333095908, 0.183466285467;
23, 0.326667934656, 0.250954061747, 0.608804523945, 0.138747692108, 0.848677694798, 0.361901164055, 0.958482444286, 0.351980507374, 0.741644144058, 0.353524774313, 0.201225206256, 0.201132029295, , ;
24, 0.326822400093, 0.250853568316, 0.608916938305, 0.13868264854, 0.848761558533, 0.361890077591, 0.958565831184, 0.351960450411, 0.741629898548, 0.354126363993, 0.201409682631, 0.20153285563, 0.106212854385, 0.18854521215;
25, 0.326839953661, 0.250881195068, 0.608918309212, 0.138708949089, 0.848797023296, 0.361897706985, 0.958584785461, 0.351971536875, 0.741729021072, 0.353543549776, 0.20145060122, 0.201568797231, 0.106330007315, 0.188656106591;
26, 0.326696038246, 0.250927507877, 0.608927607536, 0.138648107648, 0.848747134209, 0.36188057065, 0.958571076393, 0.351969897747, 0.741710305214, 0.353537023067, 0.20133857429, 0.201361775398, 0.106281101704, 0.188553377986;
27, 0.326754957438, 0.250950247049, 0.608688056469, 0.13839289546, 0.848782062531, 0.361898005009, 0.958574473858, 0.351978451014, 0.741664290428, 0.353591382504, 0.201424479485, 0.201554566622, 0.106232844293, 0.188568308949;
28, 0.326732039452, 0.250898122787, 0.608829855919, 0.138638973236, 0.848658263683, 0.362288892269, 0.958485722542, 0.351969927549, 0.743389487267, 0.355856359005, 0.201260209084, 0.201328158379, 0.106320947409, 0.188230156898;
29, 0.326662808657, 0.250909626484, 0.608997404575, 0.137979388237, 0.84867477417, 0.361858278513, 0.958508431911, 0.351963758469, 0.668516337872, 0.18369294703, 0.201253801584, 0.201376065612, 0.106145963073, 0.188550248742;
30, 0.326668709517, 0.250928342342, 0.609475970268, 0.138106927276, 0.848730862141, 0.361886739731, 0.958525717258, 0.351972937584, 0.666096031666, 0.140615940094, 0.201405584812, 0.20137488842, 0.106290608644, 0.189055994153;
31, 0.326779872179, 0.250882655382, 0.608866393566, 0.138314038515, 0.848718702793, 0.361863225698, 0.958540678024, 0.351952940226, 0.662936270237, 0.140635594726, 0.201315581799, 0.201269298792, 0.106060698628, 0.188435256481;
32, 0.326813697815, 0.250871360302, , , 0.84874022007, 0.361868560314, 0.958564221859, 0.351954460144, 0.669042110443, 0.142043530941, 0.201330006123, 0.201564908028, 0.106238372624, 0.188578262925;
33, 0.326685667038, 0.250912815332, , , 0.848698914051, 0.36184707284, 0.958556294441, 0.351963579655, 0.668228805065, 0.141552180052, 0.201440230012, 0.201595947146, 0.106505639851, 0.188465744257;
34, 0.32680106163, 0.250837683678, 0.608035743237, 0.137654259801, 0.848739802837, 0.361884176731, 0.958529353142, 0.351964473724, 0.668270170689, 0.141594335437, 0.201444119215, 0.201575994492, 0.105784595013, 0.188841864467;
35, 0.32678103447, 0.250862389803, 0.608022928238, 0.137625381351, 0.848736464977, 0.361872822046, 0.958529949188, 0.351963996887, 0.668327748775, 0.141686215997, 0.20138566196, 0.201531618834, 0.106204777956, 0.188574030995;
36, 0.326755791903, 0.250881701708, 0.607976436615, 0.137618437409, 0.848711073399, 0.361880511045, 0.958504080772, 0.351964682341, 0.668265581131, 0.141630843282, 0.201288491488, 0.201522827148, 0.106193318963, 0.188569352031;
37, 0.326766997576, 0.250887393951, 0.608028590679, 0.137622401118, 0.848662912846, 0.361860096455, 0.958512485027, 0.351961284876, 0.668285012245, 0.141616821289, 0.20133844018, 0.201237335801, 0.106480374932, 0.188275039196;
38, 0.326787769794, 0.250861287117, 0.607981383801, 0.137610509992, 0.844141066074, 0.360442340374, 0.95852959156, 0.351961344481, 0.668317735195, 0.141653671861, 0.201398357749, 0.201539099216, 0.106230147183, 0.18858872354;
39, 0.326733678579, 0.250901311636, 0.608912706375, 0.138494193554, 0.958515048027, 0.351913541555, 0.635376870632, 0.158799156547, , , 0.20142711699, 0.201555505395, 0.106064856052, 0.18889041245;
40, 0.32681620121, 0.250835210085, 0.608015298843, 0.137641504407, 0.958490729332, 0.351922780275, 0.60439825058, 0.117548748851, 0.668611586094, 0.142272725701, 0.201424986124, 0.201553493738, 0.106625594199, 0.188512504101;
41, 0.326737254858, 0.25090187788, 0.608969390392, 0.138265132904, 0.958507537842, 0.351909250021, 0.608880758286, 0.122802868485, , , 0.201322689652, 0.201419085264, 0.1064748317, 0.188312739134;
42, 0.326727479696, 0.250911802053, 0.607950210571, 0.137611314654, 0.958500027657, 0.351871669292, 0.608472764492, 0.132761210203, , , 0.201356709003, 0.20142762363, 0.106316320598, 0.188546210527;
43, 0.326803714037, 0.250855237246, 0.607951521873, 0.137554347515, 0.958490729332, 0.351916670799, 0.610638082027, 0.138310283422, 0.66837990284, 0.141572386026, 0.201321139932, 0.201611146331, 0.106016628444, 0.188875004649;
44, 0.326786160469, 0.250859886408, , , 0.95849698782, 0.351877212524, 0.610830307007, 0.138551533222, 0.668517053127, 0.141420602798, 0.201293259859, 0.201540008187, 0.106288403273, 0.188406914473;
45, 0.326786786318, 0.250881880522, 0.607988357544, 0.137587592006, 0.958507418633, 0.351888775826, 0.610846161842, 0.138571798801, 0.668420255184, 0.141121044755, 0.201416432858, 0.20153093338, 0.106506943703, 0.188457906246;
46, 0.326637297869, 0.250888437033, 0.608044803143, 0.137618213892, 0.958487153053, 0.351914554834, 0.610838592052, 0.138566821814, 0.668296098709, 0.140919566154, 0.201382249594, 0.201504796743, 0.106235653162, 0.188591137528;
47, 0.326793700457, 0.250833332539, 0.607878863811, 0.137575954199, 0.958484709263, 0.351889014244, 0.610825181007, 0.138556137681, 0.668273210526, 0.140896782279, 0.20129828155, 0.20143134892, 0.106658250093, 0.188553258777;
48, 0.326789945364, 0.250848025084, 0.607999563217, 0.137610957026, 0.958483159542, 0.35190987587, 0.668105125427, 0.141069754958, 0.610879302025, 0.138681784272, 0.2011577636, 0.201175704598, , ;
49, 0.668184280396, 0.14065015316, , , 0.958536624908, 0.351898223162, 0.610728800297, 0.138438329101, 0.3265414536, 0.251195162535, 0.587450265884, 0.098533205688, 0.201322495937, 0.201320901513;
50, 0.66809207201, 0.140538588166, , , 0.958531618118, 0.351849526167, 0.610856115818, 0.138320714235, 0.326183348894, 0.251919031143, 0.201425760984, 0.20111644268, 0.648018658161, 0.116092398763;
51, 0.668065488338, 0.140572920442, 0.607990324497, 0.137566164136, 0.958521366119, 0.351831018925, 0.610855638981, 0.138526216149, 0.32651463151, 0.251096576452, 0.201327472925, 0.20161858201, , ;
52, 0.610888540745, 0.138700678945, 0.607984244823, 0.137570112944, 0.958469033241, 0.351898878813, 0.326811522245, 0.250854313374, 0.668755412102, 0.141515046358, 0.201244309545, 0.201036289334, 0.835050284863, 0.319446146488;
53, 0.610900700092, 0.138716265559, 0.608065009117, 0.137589216232, 0.958498060703, 0.351905941963, 0.326823651791, 0.250855863094, 0.668874561787, 0.14152957499, 0.201311245561, 0.201480075717, 0.839311242104, 0.3684438169;
54, 0.610913217068, 0.138683393598, 0.607912957668, 0.137554556131, 0.95849442482, 0.351887911558, 0.326865375042, 0.250809401274, 0.668307423592, 0.140744701028, 0.201325982809, 0.201481059194, 0.838611185551, 0.370458096266;
55, 0.610925197601, 0.138731449842, 0.608026683331, 0.137608677149, 0.958506405354, 0.351929664612, 0.326869308949, 0.250848889351, 0.66884303093, 0.141572743654, 0.201358318329, 0.201416164637, 0.838178217411, 0.370469510555;
56, 0.611187160015, 0.138190701604, 0.608011841774, 0.137582108378, 0.958493709564, 0.351901054382, 0.326801627874, 0.250851541758, 0.668398797512, 0.14108325541, 0.201321169734, 0.201551988721, 0.838487923145, 0.370327711105;
57, 0.610916793346, 0.138733506203, 0.608014523983, 0.137606650591, 0.958493590355, 0.351917266846, 0.326789081097, 0.250878483057, 0.668342113495, 0.140981212258, 0.201328784227, 0.201445162296, 0.838458001614, 0.370392620564;
58, 0.610888123512, 0.13871191442, 0.607955992222, 0.137588486075, 0.958481431007, 0.351881802082, 0.326826125383, 0.250835329294, 0.668385744095, 0.14105565846, 0.201338738203, 0.201491490006, 0.838419914246, 0.368702054024;
59, 0.610897421837, 0.138727903366, 0.608004927635, 0.137607842684, 0.958470106125, 0.351923674345, 0.326785475016, 0.250871896744, 0.668972074986, 0.141574114561, 0.201407954097, 0.201540917158, , ;
60, 0.610835492611, 0.138647377491, 0.607932686806, 0.137514308095, 0.95842897892, 0.35178181529, 0.326705813408, 0.250806361437, 0.668378472328, 0.141066774726, 0.201136872172, 0.200979739428, , ;
61, 0.609743654728, 0.13968758285, 0.608017206192, 0.137572199106, 0.958497524261, 0.35180798173, 0.326810032129, 0.25078946352, 0.666750431061, 0.142945200205, 0.201393887401, 0.201251834631, , ;
62, 0.609808862209, 0.139714404941, 0.608038604259, 0.137613624334, 0.958558142185, 0.351858735085, 0.325707823038, 0.250811934471, 0.667290687561, 0.143274605274, 0.201366707683, 0.201265975833, 0.518416464329, 0.0727954506874;
