ID (2.5Hz), Table X, Table Y, Connector1 X, Connector1 Y, Connector2 X, Connector2 Y, Connector3 X, Connector3 Y, Connector4 X, Connector4 Y, Leg1 X, Leg1 Y, Leg2 X, Leg2 Y, Leg3 X, Leg3 Y, Leg4 X, Leg4 Y, Container1 X, Container1 Y, Container2 X, Container2 Y, Container3 X, Container3 Y, Container4 X, Container4 Y, Container5 X, Container5 Y, Pen1 X, Pen1 Y, Pen2 X, Pen2 Y, ;
0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ;
1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ;
2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ;
3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ;
4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ;
5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ;
6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ;
7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ;
8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ;
9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ;
10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ;
11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ;
12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ;
13, 1.17014551163, -0.368534713984, 1.32014551163, -0.278534713984, 1.02014551163, -0.278534713984, 1.02014551163, -0.458534713984, 1.32014551163, -0.458534713984, , , , , , , , , , , , , , , , , , , , , , ;
14, 0.842180669308, -0.000731989683118, 0.992180669308, 0.0892680103169, 0.692180669308, 0.0892680103169, 0.692180669308, -0.0907319896831, 0.992180669308, -0.0907319896831, , , , , , , , , , , , , , , , , , , , , , ;
15, 0.825966536999, 0.0900129005313, 0.975966536999, 0.180012900531, 0.675966536999, 0.180012900531, 0.675966536999, 1.2900531292e-05, 0.975966536999, 1.2900531292e-05, , , , , , , , , , , , , , , , , , , , , , ;
16, 1.0120652914, 0.183758422732, 1.1620652914, 0.273758422732, 0.862065291405, 0.273758422732, 0.862065291405, 0.0937584227324, 1.1620652914, 0.0937584227324, , , , , , , , , , , , , , , , , , , , , , ;
17, 0.998076736927, 0.196437045932, 1.14807673693, 0.286437045932, 0.848076736927, 0.286437045932, 0.848076736927, 0.106437045932, 1.14807673693, 0.106437045932, , , , , , , , , , , , , , , , , , , , , , ;
18, 0.997167766094, 0.193149775267, 1.14716776609, 0.283149775267, 0.847167766094, 0.283149775267, 0.847167766094, 0.103149775267, 1.14716776609, 0.103149775267, , , , , , , , , , , , , , , , , , , , , , ;
