ID (2.5Hz), Table X, Table Y, Connector1 X, Connector1 Y, Connector2 X, Connector2 Y, Connector3 X, Connector3 Y, Connector4 X, Connector4 Y, Leg1 X, Leg1 Y, Leg2 X, Leg2 Y, Leg3 X, Leg3 Y, Leg4 X, Leg4 Y;
0, , , , , , , , , , , , , , , , , , ;
1, , , , , , , , , , , , , , , , , , ;
2, , , , , , , , , , , , , , , , , , ;
3, , , , , , , , , , , , , , , , , , ;
4, , , , , , , , , , , , , , , , , , ;
5, , , , , , , , , , , , , , , , , , ;
6, , , , , , , , , , , , , , , , , , ;
7, 1.34122407436, -0.569331765175, 1.49122407436, -0.479331765175, 1.19122407436, -0.479331765175, 1.19122407436, -0.659331765175, 1.49122407436, -0.659331765175, , , , , , , , ;
8, 1.11354935169, -0.36638084054, 1.26354935169, -0.27638084054, 0.963549351692, -0.27638084054, 0.963549351692, -0.45638084054, 1.26354935169, -0.45638084054, , , , , , , , ;
9, 0.791519701481, 0.13079623878, 0.941519701481, 0.22079623878, 0.641519701481, 0.22079623878, 0.641519701481, 0.04079623878, 0.941519701481, 0.04079623878, , , , , , , , ;
10, 0.730648040771, 0.194424211979, 0.880648040771, 0.284424211979, 0.580648040771, 0.284424211979, 0.580648040771, 0.104424211979, 0.880648040771, 0.104424211979, , , , , , , , ;
11, 0.730521082878, 0.194471925497, 0.880521082878, 0.284471925497, 0.580521082878, 0.284471925497, 0.580521082878, 0.104471925497, 0.880521082878, 0.104471925497, , , , , , , , ;
12, 0.730656802654, 0.194320052862, 0.880656802654, 0.284320052862, 0.580656802654, 0.284320052862, 0.580656802654, 0.104320052862, 0.880656802654, 0.104320052862, , , , , , , , ;
13, 0.730682194233, 0.194385901093, 0.880682194233, 0.284385901093, 0.580682194233, 0.284385901093, 0.580682194233, 0.104385901093, 0.880682194233, 0.104385901093, , , , , , , , ;
14, 0.730706810951, 0.194424360991, 0.880706810951, 0.284424360991, 0.580706810951, 0.284424360991, 0.580706810951, 0.104424360991, 0.880706810951, 0.104424360991, , , , , , , , ;
15, 0.73051571846, 0.194373622537, 0.88051571846, 0.284373622537, 0.58051571846, 0.284373622537, 0.58051571846, 0.104373622537, 0.88051571846, 0.104373622537, 0.891973137856, -0.213146880269, , , , , , ;
16, 0.73138576746, 0.194437146187, 0.88138576746, 0.284437146187, 0.58138576746, 0.284437146187, 0.58138576746, 0.104437146187, 0.88138576746, 0.104437146187, 0.738931119442, 0.219988793135, , , , , , ;
17, 0.730830848217, 0.194197252393, 0.880830848217, 0.284197252393, 0.580830848217, 0.284197252393, 0.580830848217, 0.104197252393, 0.880830848217, 0.104197252393, 0.738670408726, 0.273566305637, , , , , , ;
