ID (2.5Hz), Container1 X, Container1 Y, Container2 X, Container2 Y, Container3 X, Container3 Y, Container4 X, Container4 Y, Container5 X, Container5 Y;
0, 0.255008548498, 0.264786422253, 0.334383517504, 0.375597327948, 0.427973568439, 0.212834253907, 0.466274738312, 0.40830925107, 0.271689802408, 0.133180648088;
1, 0.255119144917, 0.265318959951, 0.334414660931, 0.375587880611, 0.427958995104, 0.212854579091, 0.46629229188, 0.408323079348, 0.271660894156, 0.133121803403;
2, 0.255007386208, 0.264787822962, 0.334386467934, 0.375634998083, 0.427972614765, 0.212857186794, 0.466970413923, 0.408448725939, 0.271681219339, 0.133114993572;
3, 0.255012124777, 0.26477560401, 0.334440976381, 0.375514864922, 0.427976250648, 0.21284519136, 0.466361492872, 0.408341914415, 0.271684706211, 0.133124738932;
4, 0.255542635918, 0.264540612698, 0.334417134523, 0.375563830137, 0.428013563156, 0.21282440424, 0.466381937265, 0.408331781626, 0.271726548672, 0.133174106479;
5, 0.255201488733, 0.265278607607, 0.33445712924, 0.37549623847, 0.428014963865, 0.212817728519, 0.466375887394, 0.40832850337, 0.271733313799, 0.133163154125;
6, 0.255001187325, 0.264791101217, 0.334393233061, 0.375589311123, 0.427971869707, 0.21284994483, 0.466354757547, 0.408358156681, 0.271681576967, 0.133135467768;
7, 0.254982829094, 0.264777183533, 0.334385722876, 0.375546008348, 0.427956432104, 0.212836772203, 0.466337680817, 0.408349364996, 0.271668821573, 0.133178472519;
8, 0.254468858242, 0.264410018921, 0.334428966045, 0.375498712063, 0.42795369029, 0.21284173429, 0.466327905655, 0.408349275589, 0.271674185991, 0.133186459541;
9, 0.255052566528, 0.264801651239, 0.334432125092, 0.375551402569, 0.428003519773, 0.212829098105, 0.466356247663, 0.40832939744, 0.271731853485, 0.133178144693;
10, 0.255237460136, 0.265297025442, 0.334464043379, 0.375549525023, 0.428051650524, 0.212812229991, 0.466340452433, 0.408310711384, 0.271748274565, 0.133172675967;
11, 0.255042850971, 0.264769375324, 0.334421724081, 0.375568538904, 0.62219440937, 0.256827235222, 0.466350287199, 0.408325344324, 0.271744936705, 0.13318361342;
12, 0.255197644234, 0.264756411314, 0.334418147802, 0.375548660755, 0.680463433266, 0.257141619921, 0.466377526522, 0.408347517252, 0.271716833115, 0.133177891374;
13, 0.255519837141, 0.264538377523, 0.334418147802, 0.375501453876, 0.681390285492, 0.256895750761, 0.466301143169, 0.408316731453, 0.271678686142, 0.133172318339;
14, 0.255005061626, 0.264772176743, 0.334451198578, 0.375384449959, 0.6814057827, 0.256922185421, 0.466976433992, 0.408863782883, 0.271700739861, 0.133176058531;
15, 0.255044221878, 0.264809340239, 0.334452211857, 0.375534832478, 0.681426227093, 0.256921857595, 0.466313034296, 0.408322840929, 0.27171677351, 0.133182287216;
16, 0.255063921213, 0.264753133059, 0.334491431713, 0.375537335873, 0.681461811066, 0.256905794144, 0.466356784105, 0.408314555883, 0.27176079154, 0.133179843426;
17, 0.255062431097, 0.264731049538, 0.334480375051, 0.375488847494, 0.68145442009, 0.256873518229, 0.458673119545, 0.404131442308, 0.271754473448, 0.133134528995;
18, 0.25507068634, 0.264780968428, 0.334509879351, 0.375577479601, 0.681489944458, 0.25692859292, 0.493733406067, 0.377696603537, 0.271764576435, 0.133145749569;
19, 0.255043536425, 0.264777690172, 0.334464997053, 0.375501692295, 0.681423544884, 0.256893634796, 0.678860962391, 0.25044760108, 0.271715432405, 0.133148878813;
20, 0.25478720665, 0.264771670103, 0.334377616644, 0.37555962801, 0.681390881538, 0.256924986839, 0.682844638824, 0.248590826988, 0.271677017212, 0.133190497756;
21, 0.254981666803, 0.264792710543, 0.334405064583, 0.375488817692, 0.681037604809, 0.256709128618, 0.67805403471, 0.259219944477, 0.271661192179, 0.133173376322;
22, 0.254985004663, 0.264764636755, 0.334412187338, 0.375502020121, 0.680865705013, 0.257245540619, 0.683448970318, 0.257773667574, 0.271681755781, 0.133182317019;
23, 0.2550534904, 0.264760315418, 0.334475576878, 0.375480771065, 0.680422961712, 0.25698274374, 0.271725952625, 0.133166208863, 0.653759300709, 0.219445809722;
24, 0.255035489798, 0.264814168215, 0.334442585707, 0.375514090061, 0.68047362566, 0.256840109825, 0.271694779396, 0.133220687509, 0.652436554432, 0.215712115169;
25, 0.25503128767, 0.264749377966, 0.334285795689, 0.375446468592, 0.680494725704, 0.256812810898, 0.271709144115, 0.133166372776, 0.655912816525, 0.215174809098;
26, 0.255045771599, 0.264794141054, 0.33443146944, 0.375541508198, 0.680659711361, 0.256904840469, 0.271719068289, 0.133211269975, 0.655344426632, 0.215082734823;
27, 0.255055069923, 0.264746785164, 0.334439992905, 0.375537484884, 0.680675983429, 0.256879299879, 0.271728724241, 0.133178904653, 0.655325233936, 0.215069159865;
28, 0.255038291216, 0.26479062438, 0.334436416626, 0.375569880009, 0.68050122261, 0.256835520267, 0.271719306707, 0.133201345801, 0.655323624611, 0.215078443289;
29, 0.255020141602, 0.264776140451, 0.334437578917, 0.375475764275, 0.680640876293, 0.25688996911, 0.271772295237, 0.133271738887, 0.655289769173, 0.215073078871;
30, 0.25509506464, 0.264768213034, 0.334490180016, 0.375523000956, 0.680533885956, 0.256821483374, 0.273269087076, 0.135861739516, 0.655356168747, 0.21506986022;
31, 0.255054444075, 0.264792323112, 0.33444082737, 0.375536680222, 0.680661082268, 0.256895333529, 0.353654980659, 0.157695382833, 0.655352950096, 0.215037509799;
32, 0.255045294762, 0.26479691267, 0.334446340799, 0.375518977642, 0.680654704571, 0.25689214468, 0.647695660591, 0.265380054712, 0.655338704586, 0.215032622218;
33, 0.255027294159, 0.264795154333, 0.334436714649, 0.375519067049, 0.680591821671, 0.256941229105, 0.70347225666, 0.250538289547, 0.655922889709, 0.214988484979;
34, 0.255062997341, 0.264786660671, 0.334476590157, 0.375476032495, 0.680483996868, 0.256866127253, 0.707044541836, 0.249222487211, 0.656344056129, 0.214744746685;
35, 0.255058765411, 0.264792978764, 0.334476977587, 0.375522851944, 0.680615186691, 0.256955653429, 0.707244753838, 0.248963952065, 0.656119048595, 0.214990347624;
36, 0.255013108253, 0.264787942171, 0.334440410137, 0.37550136447, 0.680570960045, 0.256948828697, 0.707071602345, 0.249003440142, 0.655835986137, 0.214876562357;
37, 0.255148589611, 0.265277862549, 0.334422260523, 0.375520586967, 0.680543243885, 0.256949812174, 0.707165896893, 0.248966112733, 0.655875325203, 0.214906036854;
38, 0.255016863346, 0.264789432287, 0.334436833858, 0.375503867865, 0.680562615395, 0.256946861744, 0.707200884819, 0.248954981565, 0.65523225069, 0.214934408665;
39, 0.268048614264, 0.224338442087, 0.334439128637, 0.375566780567, 0.680614590645, 0.256921947002, 0.707381546497, 0.248980566859, 0.655898988247, 0.214909359813;
40, 0.483712762594, 0.206579908729, 0.334436327219, 0.375609964132, 0.680641829967, 0.256929278374, 0.707460820675, 0.248907059431, , ;
41, 0.680737137794, 0.256987154484, 0.334471225739, 0.375510305166, 0.656854987144, 0.215416252613, 0.707363963127, 0.248915418983, 0.654195189476, 0.211503148079;
42, 0.680699884892, 0.256976753473, 0.334417402744, 0.375559180975, 0.656593203545, 0.214818000793, 0.70682913065, 0.248905584216, , ;
