ID (2.5Hz), Container1 X, Container1 Y, Container2 X, Container2 Y, Container3 X, Container3 Y, Container4 X, Container4 Y, Container5 X, Container5 Y;
0, 0.631822228432, 0.37014734745, 0.312240988016, 0.349289029837, 0.466808885336, 0.36104375124, 0.837184965611, 0.367858797312, 1.01018595695, 0.364826798439;
1, 0.631790876389, 0.370160460472, 0.312166780233, 0.349275887012, 0.466768413782, 0.361045718193, 0.837170898914, 0.36786955595, 1.01015138626, 0.364769756794;
2, 0.63177806139, 0.37014824152, 0.312179863453, 0.349343150854, 0.466630667448, 0.360999792814, 0.837148725986, 0.367866754532, 1.01012372971, 0.364754408598;
3, 0.631782472134, 0.370164275169, 0.312197357416, 0.349253445864, 0.466535508633, 0.360860973597, 0.837155997753, 0.367884963751, 1.01011157036, 0.36475661397;
4, 0.631755948067, 0.370185703039, 0.312114328146, 0.349294573069, 0.466448545456, 0.361004173756, 0.837109982967, 0.367861926556, 1.01007461548, 0.36475032568;
5, 0.63175535202, 0.370185226202, 0.312164366245, 0.349378526211, 0.466622114182, 0.361036717892, 0.837143421173, 0.36789816618, 1.01009190083, 0.364796459675;
6, 0.632458567619, 0.370442301035, 0.312240242958, 0.349440127611, 0.466806560755, 0.361066579819, 0.837242722511, 0.367778122425, 1.01017653942, 0.364752501249;
7, 0.631873130798, 0.370187669992, 0.312252044678, 0.349457651377, 0.466830998659, 0.361065685749, 0.837212443352, 0.36787417531, 1.01021981239, 0.364796757698;
8, 0.631821215153, 0.370160609484, 0.312263906002, 0.349448829889, 0.466829299927, 0.361058622599, 0.837216794491, 0.367884993553, 1.01018726826, 0.364751845598;
9, 0.632499396801, 0.370564997196, 0.312173724174, 0.349458038807, 0.466769009829, 0.361074984074, 0.837167799473, 0.367902845144, 1.01014530659, 0.364826202393;
10, 0.631747424603, 0.37020650506, 0.312170863152, 0.349307149649, 0.466576784849, 0.361058324575, 0.837149560452, 0.367896765471, 1.01009452343, 0.364758819342;
11, 0.631782114506, 0.370183259249, 0.312165468931, 0.349318236113, 0.466512680054, 0.360878288746, 0.837153851986, 0.36790561676, 1.01012563705, 0.364800810814;
12, 0.631777524948, 0.370185405016, 0.311794817448, 0.34323143959, 0.465685516596, 0.360857069492, 0.837165653706, 0.367879003286, 1.01014006138, 0.364751428366;
13, 0.631848216057, 0.370204895735, 0.547050952911, 0.152493312955, 0.46570160985, 0.360838681459, 0.837199687958, 0.367891520262, 1.01019179821, 0.364794522524;
14, 0.632137477398, 0.369864791632, 0.67311412096, 0.0852537974715, 0.466841191053, 0.36105594039, 0.837248682976, 0.367880702019, 1.01000022888, 0.364995986223;
15, 0.632640302181, 0.37059289217, 0.678130924702, 0.0924066826701, 0.46665173769, 0.361035913229, 0.837256789207, 0.367783099413, 1.01016306877, 0.364746063948;
16, 0.631813406944, 0.370161950588, 0.678779006004, 0.0917956382036, 0.466801345348, 0.361045330763, 0.837214648724, 0.367885649204, 1.01017451286, 0.364786893129;
17, 0.63181334734, 0.37017172575, 0.678663015366, 0.0918601006269, 0.466796040535, 0.361068248749, 0.837180137634, 0.367875009775, 1.01017332077, 0.364766299725;
18, 0.631811618805, 0.370164573193, 0.678650140762, 0.0919432714581, 0.466784805059, 0.361055105925, 0.837177693844, 0.367875128984, 1.01015210152, 0.364810049534;
19, 0.631766974926, 0.370167255402, 0.678729653358, 0.0918344557285, 0.466589033604, 0.361048132181, 0.814015448093, 0.328032702208, 1.01011013985, 0.364746898413;
20, 0.631807029247, 0.370174556971, 0.678844690323, 0.0914218723774, 1.01006543636, 0.36466422677, 0.46685051918, 0.361072063446, 0.651910245419, 0.0630973950028;
21, 0.631812572479, 0.370152950287, 0.678769290447, 0.0915513634682, 1.01006960869, 0.364677906036, 0.466857433319, 0.361084789038, 0.643855810165, 0.0453165881336;
22, 0.63185352087, 0.370210796595, 0.678885936737, 0.091759160161, 1.01006007195, 0.364687055349, 0.466757714748, 0.361083030701, 0.64419978857, 0.0478586144745;
23, 0.631798505783, 0.370161324739, 0.678915202618, 0.0916907712817, 1.01006925106, 0.364658236504, 0.466841846704, 0.36107608676, 0.645201086998, 0.047033265233;
24, 0.631803274155, 0.370151102543, 0.67904984951, 0.0916012749076, 1.01004338264, 0.364675015211, 0.46675118804, 0.361072391272, 0.645181238651, 0.0470470003784;
25, 0.631807208061, 0.370153814554, 0.679044485092, 0.0915956646204, 1.01004207134, 0.364658653736, 0.466823875904, 0.361079931259, 0.645205974579, 0.0469603836536;
26, 0.631795823574, 0.37018686533, 0.67904061079, 0.0916086882353, 1.01003742218, 0.36467975378, 0.466830343008, 0.361095190048, 0.644989550114, 0.0473796576262;
27, 0.631889998913, 0.370176553726, 0.679212749004, 0.0915213003755, 1.01423859596, 0.35282984376, 0.466884821653, 0.361085504293, 0.645227789879, 0.0469842888415;
28, 0.631854355335, 0.370136111975, 0.679753124714, 0.092296205461, 0.645475447178, 0.0466877557337, 0.466885000467, 0.361053973436, 0.776860594749, 0.137478768826;
29, 0.63182502985, 0.370136111975, 0.679039955139, 0.0915976464748, 0.646195888519, 0.0467700771987, 0.466791152954, 0.361061811447, 0.695045411587, 0.0825140252709;
30, 0.631839752197, 0.370135098696, 0.679209709167, 0.0913710519671, 0.647304296494, 0.0466829203069, 0.466885328293, 0.361058622599, 0.698588490486, 0.0841084420681;
31, 0.631834328175, 0.370125740767, 0.679146528244, 0.0912891477346, 0.647271156311, 0.0470068529248, 0.466890484095, 0.36106556654, 0.701032876968, 0.0794062539935;
32, 0.631831288338, 0.370140135288, 0.679105520248, 0.0913244560361, 0.646390855312, 0.0472544170916, 0.466853231192, 0.361054986715, 0.701559722424, 0.0776919648051;
33, 0.631871342659, 0.370149314404, 0.679145634174, 0.0913376286626, 0.646507024765, 0.0469326712191, 0.466870754957, 0.361068427563, 0.701606571674, 0.077715434134;
34, 0.63179397583, 0.370138555765, 0.679112076759, 0.0913346633315, 0.647194564342, 0.0470911078155, 0.466742157936, 0.361050188541, 0.701508581638, 0.0777050033212;
35, 0.631790220737, 0.370119422674, , , 0.646211564541, 0.0471575520933, 0.466855049133, 0.361063480377, , ;
36, 0.673000574112, 0.319828242064, 0.679150283337, 0.0913078710437, 0.646545052528, 0.0469540841877, 0.466898530722, 0.361034631729, 0.701556503773, 0.0776685774326;
37, 0.660780608654, 0.100003585219, 0.67891228199, 0.0922017991543, 0.646478176117, 0.0473382435739, 0.466871887445, 0.361059606075, , ;
38, 0.644872546196, 0.0503569915891, 0.678817629814, 0.0913290306926, 0.646462023258, 0.0469611510634, 0.466727346182, 0.361043453217, , ;
39, 0.638425588608, 0.0539047345519, 0.678788900375, 0.0913014784455, 0.646438717842, 0.0469236113131, 0.466733247042, 0.361051738262, , ;
40, 0.641587078571, 0.0616024956107, 0.678774237633, 0.0913019105792, 0.646213948727, 0.0469257757068, 0.466843485832, 0.361047327518, , ;
41, 0.643763005733, 0.0621857084334, 0.678672909737, 0.0912888646126, 0.646316766739, 0.0470491461456, 0.466763347387, 0.361035525799, , ;
42, 0.643990278244, 0.0624907203019, 0.679065167904, 0.0913175046444, 0.646345317364, 0.0470540896058, 0.466781079769, 0.361039459705, 0.701249539852, 0.0777720734477;
43, 0.644015610218, 0.0625321418047, 0.679106712341, 0.091322094202, 0.646348893642, 0.0471021272242, 0.466858416796, 0.361042141914, 0.701251387596, 0.0777690187097;
44, 0.643942952156, 0.0627603381872, 0.679167628288, 0.0913280546665, 0.646382510662, 0.04711830616, 0.466780185699, 0.361034929752, 0.701266467571, 0.0777763873339;
45, 0.644102811813, 0.062494687736, , , 0.701124787331, 0.0777451545, 0.46678096056, 0.361039072275, , ;
46, 0.644095361233, 0.0624842122197, 0.500544905663, 0.254560559988, 0.701156556606, 0.0777702927589, 0.500409841537, 0.254677802324, 0.500367641449, 0.254654705524;
47, 0.643992602825, 0.0626101791859, 0.67913967371, 0.0913203433156, 0.7011308074, 0.0777439624071, 0.677613854408, 0.0704735517502, 0.646349728107, 0.047098275274;
48, 0.644311130047, 0.0629914402962, 0.679092228413, 0.0913190245628, 0.701148152351, 0.0777761042118, 0.646632790565, 0.0471261255443, 0.706512451172, 0.0664624124765;
49, 0.644345939159, 0.0622237175703, 0.67916572094, 0.0912544205785, 0.701136410236, 0.0775712803006, 0.646644055843, 0.0470194704831, 0.705616533756, 0.072526447475;
